type,difficulty,category,question,correct_answer,option1,option2,option3,option4
boolean,easy,Science: Computers,The programming language 'Python' is based off a modified version of 'JavaScript'.,False,True,False,,
multiple,medium,Entertainment: Board Games,Europa Universalis is a strategy video game based on which French board game?,Europa Universalis,Europe and the Universe,Europa!,Europa Universalis,Power in Europe
multiple,medium,Entertainment: Music,"Typically, how many keys are on a piano?",88,24,88,12,96
multiple,medium,Science & Nature,Au on the Periodic Table refers to which element?,Gold,Gold,Silver,Oxygen,Nickel
multiple,easy,Entertainment: Board Games,"When was the board game Twister, released to the public?",April 1966,January 1969,February 1966,April 1966,September 1965
multiple,medium,History,"What happened on June 6, 1944?",D-Day,Atomic bombings of Hiroshima and Nagasaki,Attack on Pearl Harbor,The Liberation of Paris,D-Day
multiple,hard,Entertainment: Video Games,"Meryl Silverburgh, a video game character from the Metal Gear series, was originally a character in which game?",Policenauts,Contra,Gradius,Castlevania: Symphony of the Night,Policenauts
boolean,easy,Entertainment: Music,"The song 'Stronger Than You' is a single by Estelle, who played Garnet in Steven Universe.",True,,True,False,
boolean,medium,History,"In World War II, Hawker Typhoons served in the Pacific theater.",False,True,False,,
multiple,hard,Entertainment: Video Games,The 'D' in the term 'D-Mail' from the game 'Steins; Gate' is short for what?,DeLorean,DeLorean,Dev,Demo,Deep
multiple,easy,Entertainment: Video Games,When was the game 'Portal 2' released?,2011,2009,2011,2014,2007
multiple,easy,Entertainment: Video Games,"In Dota 2, Wraith King was previously known as...",Skeleton King,Reaper King,Skull King,Hell King,Skeleton King
multiple,hard,Entertainment: Video Games,Which of the following games in the The Legend of Zelda franchise was released in North America before Japan?,The Legend of Zelda: Twilight Princess,The Legend of Zelda: Four Swords Adventures,The Legend of Zelda: Twilight Princess,Zelda II: The Adventure of Link,The Legend of Zelda: Majora's Mask
multiple,easy,Entertainment: Video Games,Who is the main protagonist in the game Life is Strange: Before The Storm?,Chloe Price ,Max Caulfield,Rachel Amber,Chloe Price ,Frank Bowers
multiple,medium,Sports,"In 2016, who won the Formula 1 World Constructor's Championship for the third time in a row?",Mercedes-AMG Petronas,McLaren Honda,Mercedes-AMG Petronas,Red Bull Racing Renault,Scuderia Ferrari
boolean,easy,Entertainment: Video Games,The ultimate phrase used by Pharah from Overwatch is: 'Justice rains from above!',True,False,True,,
multiple,medium,Science & Nature,"Which planet did the 'Viking 1' spacecraft send surface images of, starting in 1976?",Mars,Mars,Jupiter,Saturn,Venus
boolean,medium,Science & Nature,"In the periodic table, Potassium's symbol is the letter K.",True,,True,,False
multiple,medium,Entertainment: Video Games,Which of these stages is not playable in 'Super Smash Bros. for Wii U'?,Fountain of Dreams,Miiverse,Bridge of Eldin,Fountain of Dreams,75m
multiple,medium,General Knowledge,Which of these companies does NOT manufacture automobiles?,Ducati,Nissan,Fiat,Ducati,GMC
multiple,easy,Entertainment: Video Games,"In the first game of the Sly Cooper franchise, what family heirloom did Sly Cooper want to steal back?",Thievius Raccoonus,Thievius Raccoonus,The Art of Sneak,Raccoonus Teachus,Raccoon Training 101
multiple,easy,Sports,"In baseball, how many fouls are an out?",0,3,0,5,2
multiple,hard,Science & Nature,"In physics, conservation of energy and conservation of momentum are both consequences of which of the following?",Noether's Theorem,Noether's Theorem,Carnot's Theorem,Bell's Theorem,Wick's Theorem
multiple,easy,Entertainment: Music,Which Twitch streamer is the vocalist for Red Vox?,Vinesauce,The8BitDrummer,LIRIK,Sodapoppin,Vinesauce
multiple,medium,Entertainment: Music,Which artist collaborated with American DJ Dillon Francis to release the song 2016 'Need You'?,NGHTMRE,KRNE,DVBBS,NGHTMRE,LOUDPVCK
multiple,medium,History,The United States Army Air Corps became the United States Air Force on what date?,"September 18, 1947","September 18, 1947","October 27, 1945","December 14, 1946","November 08, 1944"
multiple,medium,Science & Nature,"Which color cannot be produced in Roses, even through genetic alteration?",Blue,Orange,Brown,Black,Blue
boolean,easy,History,The United States was a member of the League of Nations.,False,False,,,True
multiple,easy,Animals,What is Grumpy Cat's real name?,Tardar Sauce,Sauce,Tardar Sauce,Minnie,Broccoli
multiple,hard,Mythology,Nidhogg is a mythical creature from what mythology?,Norse,Egyptian,Greek,Hindu,Norse
multiple,hard,Entertainment: Cartoon & Animations,"In the TV show 'Rick and Morty', Rick uses the catchphrase 'Wubba Lubba Dub Dub', which means what in Birdperson?","I am in great pain, please help me.","I am in great pain, please help me.",Lets get this party started!,"I am suffering, please help me.",I pray that my life ends soon.
boolean,medium,Entertainment: Video Games,Tony Hawk's Pro Skater was released in 1999.,True,True,,False,
boolean,medium,Geography,Gothenburg is the capital of Sweden.,False,True,False,,
multiple,hard,Entertainment: Books,Which author co-wrote 'The Communist Manifesto' alongside Karl Marx?,Friedrich Engels,Alexander Kerensky,Robert Owen,Paul Lafargue,Friedrich Engels
boolean,easy,Entertainment: Video Games,"In 'Need for Speed: Porsche Unleashed', the player can only drive cars manufactured by Porsche.",True,,False,True,
boolean,medium,General Knowledge,'Typewriter' is the longest word that can be typed using only the first row on a QWERTY keyboard.,True,,,True,False
boolean,easy,History,The United States of America was the first country to launch a man into space.,False,,True,,False
multiple,hard,Entertainment: Video Games,"In 'Final Fantasy VI', what is the name of (summoned) Gilgamesh's weakest attack?",Excalipoor,Excalipoor,Excalibore,Excalisnore,Excalisore
boolean,medium,Entertainment: Video Games,Amazon acquired Twitch in August 2014 for $970 million dollars.,True,,,True,False
multiple,medium,Entertainment: Music,Which one of these Pink Floyd albums were also a movie?,The Wall,Animals,The Dark Side of the Moon,Wish You Were Here,The Wall
multiple,hard,General Knowledge,The Swedish word 'Grunka' means what in English?,Thing,Pineapple,People,Thing,Place
boolean,easy,Geography,Nova Scotia is on the east coast of Canada.,True,False,,True,
multiple,easy,Entertainment: Television,Who is the main character in the show 'Burn Notice'?,Michael Westen,Madeline Westen,Sam Axe,Michael Westen,Fiona Glenanne
multiple,easy,General Knowledge,When was the Playstation 3 released?,"November 11, 2006","November 11, 2006","December 25, 2007","January 8, 2007","July 16, 2006"
boolean,medium,Science: Computers,The first computer bug was formed by faulty wires.,False,,,False,True
multiple,hard,Entertainment: Video Games,"In the original 'Super Mario Bros.', what is the acceleration of Mario if he was in free fall?",91.28 m/s^2,91.28 m/s^2,9.42  m/s^2,4.4  m/s^2,110  m/s^2
multiple,hard,Entertainment: Video Games,Which of the following games was NOT included in Valve's Orange Box?,Counter-Strike,Portal,Half-Life 2: Episode Two,Team Fortress 2,Counter-Strike
multiple,medium,Entertainment: Books,The book 'Fahrenheit 451' was written by whom?,Ray Bradbury,R. L. Stine,Ray Bradbury,Wolfgang Amadeus Mozart,Stephen King
multiple,easy,Entertainment: Music,Which band recorded the album 'Parallel Lines'?,Blondie,Paramore,Coldplay,Blondie,The Police
boolean,easy,Entertainment: Video Games,'Metal Gear Solid 3: Snake Eater' was released in 2004.,True,False,True,,
multiple,hard,Entertainment: Japanese Anime & Manga,Which animation studio animated 'Psycho Pass'?,Production I.G,Trigger,Production I.G,Kyoto Animation,Shaft
boolean,hard,Mythology,Rannamaari was a sea demon that haunted the people of the Maldives and had to be appeased monthly with the sacrifice of a virgin girl.,True,True,,,False
boolean,easy,Entertainment: Video Games,"In Pok&eacute;mon Sun and Moon, a male Salandit can evolve to a Salazzle.",False,,False,True,
boolean,easy,Politics,Denmark has a monarch.,True,,,False,True
multiple,hard,Geography,What is the name of the Canadian national anthem?,O Canada,O Canada,O Red Maple,March of the Puck Drop,Leaf-Spangled Banner
multiple,easy,Entertainment: Video Games,What is the name of a popular franchise that includes placing blocks down and surviving in an open world? ,Minecraft,Minecraft,Grand Theft Auto V,Roblox,Unturned
multiple,hard,Entertainment: Television,"In 'Donkey Kong Country', why does Donkey Kong want to know the secret of the crystal coconut?",He's the big kahuna.,To find out where all the bananas are.,He wants to punish brutes.,Because Diddy Kong forced him.,He's the big kahuna.
multiple,hard,Entertainment: Video Games,Which game in the 'Monster Hunter' series introduced the 'Insect Glaive' weapon?,Monster Hunter 4,Monster Hunter Stories,Monster Hunter 4,Monster Hunter 2,Monster Hunter Freedom
multiple,medium,Entertainment: Video Games,"In Portal, what color is the Morality Core?",Purple,Purple,Red,Blue,Yellow
multiple,hard,Entertainment: Television,What was the name of the inflatable duck sacrified to the crowd at the end of Episode 34 of the 18th season of Big Brother?,Pablo,Duckster,Pablo,Esteban,Carlos
multiple,hard,Entertainment: Comics,"In the Batman comics, by what other name is the villain Dr. Jonathan Crane known?",Scarecrow,Scarecrow,Clayface,Calendar Man,Bane
multiple,medium,Entertainment: Video Games,Who's the creator of Geometry Dash?,Robert Topala,Andrew Spinks,Scott Cawthon,Robert Topala,Adam Engels
multiple,medium,General Knowledge,"According to the BBPA, what is the most common pub name in the UK?",Red Lion,Royal Oak,White Hart,Red Lion,King's Head
multiple,medium,Entertainment: Video Games,"In Portal, what color is the Intelligence Core?",Blue,Purple,Red,Orange,Blue
boolean,easy,Entertainment: Video Games,"In 'Undertale', the main character of the game is Sans.",False,,,False,True
multiple,medium,Entertainment: Japanese Anime & Manga,What studio animated Ouran High School Host Club?,Bones,Production I.G,xebec,Kyoto Animation,Bones
boolean,medium,Science: Computers,'Windows NT' is a monolithic kernel.,False,,True,,False
multiple,medium,Vehicles,When was Tesla founded?,2003,2005,2007,2008,2003
multiple,easy,Entertainment: Books,'Green Eggs And Ham' is a book by which author?,Dr. Seuss,A.A. Milne,Roald Dahl,Dr. Seuss,Beatrix Potter
multiple,easy,Science: Computers,The series of the Intel HD graphics generation succeeding that of the 5000 and 6000 series (Broadwell) is called:,HD Graphics 500,HD Graphics 7000,HD Graphics 500,HD Graphics 700 ,HD Graphics 600
multiple,medium,Animals,'Decapods' are an order of ten-footed crustaceans.  Which of these are NOT decapods?,Krill,Krill,Shrimp,Crabs,Lobsters
multiple,easy,History,What was the first sport to have been played on the moon?,Golf,Tennis,Soccer,Football,Golf
multiple,medium,Entertainment: Music,What year was Red Hot Chill Pepper's album 'Californication' released?,1999,1999,2000,1992,1997
multiple,hard,General Knowledge,When was 'YouTube' founded?,"February 14, 2005","July 19, 2009","May 22, 2004","September 12, 2005","February 14, 2005"
boolean,easy,Entertainment: Video Games,"In Splatoon, the Squid Sisters are named Tako and Yaki.",False,,False,True,
multiple,medium,Sports,Which of these teams isn't a member of the NHL's 'Original Six' era?,Philadelphia Flyers,Toronto Maple Leafs,Boston Bruins,New York Rangers,Philadelphia Flyers
multiple,hard,Science & Nature,How many protons are in an oxygen atom?,Eight,Six,Eight,Four,Two
multiple,hard,Animals,What is the scientific name of the cheetah?,Acinonyx jubatus,Lynx rufus,Felis catus,Acinonyx jubatus,Panthera onca
multiple,medium,Entertainment: Video Games,"In Dota 2, what is Earthshaker's real name?",Raigor Stonehoof,Carl,Raigor Stonehoof,Barathrum,Banehallow Ambry
multiple,medium,Entertainment: Video Games,Which company made the Japanese RPG 'Dragon Quest'?,Square Enix,Capcom,Square Enix,Konami,Blizzard
multiple,medium,History,Which U.S. President was famously 'attacked' by a swimming rabbit?,Jimmy Carter,Ronald Reagan,Gerald Ford,Jimmy Carter,Lydon B. Johnson
multiple,medium,General Knowledge,What is the name of the very first video uploaded to YouTube?,Me at the zoo,Me at the zoo,carrie rides a truck,Her new puppy from great grandpa vern.,tribute
multiple,hard,Entertainment: Music,What year did Dire Straits's Song 'Money for Nothing' release?,1985,1973,1985,1991,1980
multiple,easy,General Knowledge,Who is depicted on the US hundred dollar bill?,Benjamin Franklin,George Washington,Abraham Lincoln,Thomas Jefferson,Benjamin Franklin
multiple,easy,Entertainment: Music,What was Rage Against the Machine's debut album?,Rage Against the Machine,Bombtrack,The Battle Of Los Angeles,Rage Against the Machine,Evil Empire
multiple,easy,Entertainment: Cartoon & Animations,What is the relationship between Rick and Morty in the show 'Rick and Morty'?,Grandfather and Grandson,Father and Son,Best Friends,Crimefighting Partners,Grandfather and Grandson
multiple,easy,Entertainment: Video Games,"What Ultimate does Makoto Naegi, protagonist of Danganronpa: Trigger Happy Havoc, have? ",Ultimate Lucky Student,Ultimate Unlucky Student,Ultimate Runner,Ultimate Detective,Ultimate Lucky Student
multiple,hard,Vehicles,Which one of these chassis codes are used by BMW 3-series?,E46,E85,F10,E46,E39
multiple,medium,Entertainment: Video Games,Which of these characters won the Super Smash Bros. Fighter Ballot in 2015?,Bayonetta,Megaman,Ryu,Cloud,Bayonetta
multiple,hard,History,"During the Roman Triumvirate of 42 BCE, what region of the Roman Republic was given to Lepidus?",Hispania ,Italia,Asia,Hispania ,Gallia
multiple,medium,Entertainment: Video Games,"In the game 'Undertale', who was Mettaton's creator?",Alphys,Alphys,Sans,Asgore,Undyne
multiple,medium,Entertainment: Video Games,Who composed the soundtrack for the game VVVVVV?,Magnus P&aring;lsson,Terry Cavanagh,Magnus P&aring;lsson,Joel Zimmerman,Danny Baranowsky
